Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
750000,Seminar/Webinar,Yogyakarta,4.7,Besar (300+ orang),Motivational,67,Event Organizer N
350000,Competition,Palembang,4.0,Kecil (10-50 orang),Sportsmanship,68,Event Organizer AK
1200000,Team Building,Bandung,1.8,Besar (300+ orang),Engagement,61,Event Organizer G
900000,Sport Event,Jakarta,3.7,Besar (300+ orang),Endurance,23,Event Organizer Q
400000,Charity,Palembang,4.5,Sedang (51-300 orang),Helping,75,Event Organizer K
1050000,Competition,Palembang,4.7,Besar (300+ orang),Performance,16,Event Organizer AC
400000,Team Building,Bandung,4.0,Kecil (10-50 orang),Strategy,28,Event Organizer AI
400000,Team Building,Yogyakarta,2.2,Kecil (10-50 orang),Engagement,89,Event Organizer AC
1800000,Party,Makassar,3.5,Besar (300+ orang),Music,64,Event Organizer S
250000,Seminar/Webinar,Makassar,2.0,Kecil (10-50 orang),Skill Development,93,Event Organizer W
900000,Sport Event,Semarang,2.2,Besar (300+ orang),Competition,51,Event Organizer AK
500000,Seminar/Webinar,Surabaya,2.8,Sedang (51-300 orang),Motivational,95,Event Organizer W
800000,Festival,Surabaya,3.8,Kecil (10-50 orang),Community,24,Event Organizer AF
800000,Team Building,Palembang,1.5,Sedang (51-300 orang),Communication,67,Event Organizer AL
800000,Team Building,Palembang,3.5,Sedang (51-300 orang),Engagement,54,Event Organizer B
700000,Competition,Medan,4.0,Sedang (51-300 orang),Sportsmanship,89,Event Organizer R
3600000,Wedding,Palembang,2.2,Besar (300+ orang),Romantic,8,Event Organizer AN
200000,Charity,Makassar,1.3,Kecil (10-50 orang),Giving,64,Event Organizer AG
800000,Team Building,Yogyakarta,3.4,Sedang (51-300 orang),Engagement,68,Event Organizer I
1500000,Corporate Gathering,Denpasar,1.5,Besar (300+ orang),Professionalism,87,Event Organizer C
400000,Team Building,Yogyakarta,4.4,Kecil (10-50 orang),Collaboration,18,Event Organizer AL
900000,Sport Event,Palembang,1.2,Besar (300+ orang),Adventure,27,Event Organizer AJ
2400000,Festival,Denpasar,2.5,Besar (300+ orang),Culture,43,Event Organizer P
1050000,Competition,Makassar,3.9,Besar (300+ orang),Performance,76,Event Organizer D
1200000,Party,Surabaya,1.4,Sedang (51-300 orang),Themed,89,Event Organizer AK
200000,Charity,Balikpapan,1.4,Kecil (10-50 orang),Community,47,Event Organizer E
400000,Team Building,Bandung,2.5,Kecil (10-50 orang),Strategy,34,Event Organizer E
400000,Charity,Semarang,1.5,Sedang (51-300 orang),Giving,23,Event Organizer AE
1000000,Corporate Gathering,Surabaya,1.7,Sedang (51-300 orang),Innovation,27,Event Organizer H
800000,Team Building,Palembang,3.1,Sedang (51-300 orang),Collaboration,88,Event Organizer M
1500000,Corporate Gathering,Denpasar,1.5,Besar (300+ orang),Team Building,84,Event Organizer AG
400000,Charity,Makassar,5.0,Sedang (51-300 orang),Fundraising,76,Event Organizer AH
700000,Competition,Semarang,3.0,Sedang (51-300 orang),Excellence,98,Event Organizer AJ
1600000,Festival,Medan,2.1,Sedang (51-300 orang),Tradition,97,Event Organizer D
750000,Seminar/Webinar,Semarang,3.1,Besar (300+ orang),Learning,8,Event Organizer AG
1800000,Party,Bandung,1.9,Besar (300+ orang),Fun,19,Event Organizer B
400000,Team Building,Semarang,3.3,Kecil (10-50 orang),Communication,99,Event Organizer A
1500000,Corporate Gathering,Jakarta,3.5,Besar (300+ orang),Professionalism,49,Event Organizer L
400000,Charity,Jakarta,2.6,Sedang (51-300 orang),Awareness,38,Event Organizer R
1200000,Team Building,Makassar,2.4,Besar (300+ orang),Communication,92,Event Organizer O
250000,Seminar/Webinar,Makassar,5.0,Kecil (10-50 orang),Growth,35,Event Organizer W
1800000,Party,Surabaya,1.8,Besar (300+ orang),Fun,97,Event Organizer U
600000,Party,Makassar,4.7,Kecil (10-50 orang),Entertainment,56,Event Organizer Q
2400000,Festival,Medan,1.7,Besar (300+ orang),Community,40,Event Organizer L
350000,Competition,Surabaya,1.2,Kecil (10-50 orang),Victory,26,Event Organizer K
500000,Seminar/Webinar,Surabaya,4.8,Sedang (51-300 orang),Professional,1,Event Organizer AC
750000,Seminar/Webinar,Balikpapan,4.2,Besar (300+ orang),Motivational,65,Event Organizer AM
600000,Charity,Yogyakarta,4.3,Besar (300+ orang),Awareness,83,Event Organizer AG
1500000,Corporate Gathering,Yogyakarta,4.2,Besar (300+ orang),Innovation,57,Event Organizer G
250000,Seminar/Webinar,Palembang,3.5,Kecil (10-50 orang),Educational,54,Event Organizer U
600000,Charity,Balikpapan,3.5,Besar (300+ orang),Helping,73,Event Organizer J
1050000,Competition,Yogyakarta,4.1,Besar (300+ orang),Sportsmanship,18,Event Organizer I
600000,Charity,Makassar,4.5,Besar (300+ orang),Support,95,Event Organizer AM
700000,Competition,Yogyakarta,4.2,Sedang (51-300 orang),Sportsmanship,59,Event Organizer Y
750000,Seminar/Webinar,Yogyakarta,2.5,Besar (300+ orang),Innovation,19,Event Organizer B
1500000,Corporate Gathering,Surabaya,2.1,Besar (300+ orang),Leadership,26,Event Organizer A
600000,Sport Event,Jakarta,4.4,Sedang (51-300 orang),Sportsmanship,58,Event Organizer J
3600000,Wedding,Balikpapan,1.4,Besar (300+ orang),Classic,21,Event Organizer K
1500000,Corporate Gathering,Bandung,3.8,Besar (300+ orang),Team Building,67,Event Organizer A
1800000,Party,Bandung,3.9,Besar (300+ orang),Social,45,Event Organizer AN
1200000,Team Building,Jakarta,3.0,Besar (300+ orang),Communication,64,Event Organizer AL
1200000,Team Building,Yogyakarta,3.0,Besar (300+ orang),Collaboration,34,Event Organizer K
750000,Seminar/Webinar,Medan,1.9,Besar (300+ orang),Educational,1,Event Organizer AE
800000,Team Building,Jakarta,4.5,Sedang (51-300 orang),Engagement,100,Event Organizer AI
1500000,Corporate Gathering,Palembang,2.1,Besar (300+ orang),Collaboration,41,Event Organizer S
500000,Seminar/Webinar,Denpasar,4.9,Sedang (51-300 orang),Professional,38,Event Organizer AM
700000,Competition,Surabaya,4.4,Sedang (51-300 orang),Victory,45,Event Organizer E
600000,Party,Makassar,3.6,Kecil (10-50 orang),Celebration,71,Event Organizer Z
3600000,Wedding,Palembang,2.1,Besar (300+ orang),Cultural,58,Event Organizer O
600000,Party,Semarang,4.6,Kecil (10-50 orang),Social,84,Event Organizer R
300000,Sport Event,Surabaya,2.7,Kecil (10-50 orang),Fitness,88,Event Organizer AC
500000,Seminar/Webinar,Semarang,2.2,Sedang (51-300 orang),Learning,1,Event Organizer R
800000,Team Building,Jakarta,3.6,Sedang (51-300 orang),Strategy,84,Event Organizer K
1800000,Party,Balikpapan,1.4,Besar (300+ orang),Themed,51,Event Organizer AN
250000,Seminar/Webinar,Bandung,3.4,Kecil (10-50 orang),Educational,20,Event Organizer X
500000,Corporate Gathering,Surabaya,4.7,Kecil (10-50 orang),Professionalism,79,Event Organizer AN
750000,Seminar/Webinar,Balikpapan,4.8,Besar (300+ orang),Innovation,5,Event Organizer N
1600000,Festival,Yogyakarta,4.7,Sedang (51-300 orang),Culture,65,Event Organizer H
800000,Festival,Surabaya,2.9,Kecil (10-50 orang),Arts,46,Event Organizer AH
1000000,Corporate Gathering,Balikpapan,1.0,Sedang (51-300 orang),Strategy,98,Event Organizer M
3600000,Wedding,Yogyakarta,1.4,Besar (300+ orang),Intimate,88,Event Organizer AE
500000,Corporate Gathering,Yogyakarta,3.7,Kecil (10-50 orang),Collaboration,93,Event Organizer S
3600000,Wedding,Balikpapan,1.2,Besar (300+ orang),Traditional,38,Event Organizer B
250000,Seminar/Webinar,Makassar,1.6,Kecil (10-50 orang),Learning,86,Event Organizer L
350000,Competition,Makassar,4.3,Kecil (10-50 orang),Performance,17,Event Organizer W
500000,Corporate Gathering,Jakarta,3.7,Kecil (10-50 orang),Collaboration,20,Event Organizer AK
500000,Seminar/Webinar,Bandung,4.6,Sedang (51-300 orang),Motivational,83,Event Organizer X
500000,Corporate Gathering,Denpasar,4.5,Kecil (10-50 orang),Professionalism,63,Event Organizer R
3600000,Wedding,Bandung,1.6,Besar (300+ orang),Traditional,30,Event Organizer AC
1050000,Competition,Balikpapan,3.4,Besar (300+ orang),Achievement,12,Event Organizer P
2400000,Wedding,Palembang,2.5,Sedang (51-300 orang),Classic,32,Event Organizer B
2400000,Festival,Balikpapan,2.6,Besar (300+ orang),Food,85,Event Organizer C
500000,Corporate Gathering,Jakarta,2.0,Kecil (10-50 orang),Collaboration,15,Event Organizer X
1600000,Festival,Bandung,3.0,Sedang (51-300 orang),Arts,79,Event Organizer AN
1200000,Team Building,Surabaya,3.8,Besar (300+ orang),Engagement,8,Event Organizer G
600000,Charity,Palembang,2.5,Besar (300+ orang),Fundraising,62,Event Organizer S
750000,Seminar/Webinar,Jakarta,4.6,Besar (300+ orang),Skill Development,3,Event Organizer L
300000,Sport Event,Balikpapan,3.8,Kecil (10-50 orang),Sportsmanship,70,Event Organizer AL
1200000,Wedding,Yogyakarta,3.9,Kecil (10-50 orang),Classic,7,Event Organizer AA
200000,Charity,Palembang,2.2,Kecil (10-50 orang),Community,77,Event Organizer AJ
800000,Festival,Semarang,3.2,Kecil (10-50 orang),Music,86,Event Organizer AH
900000,Sport Event,Balikpapan,3.7,Besar (300+ orang),Competition,55,Event Organizer X
300000,Sport Event,Medan,2.8,Kecil (10-50 orang),Sportsmanship,98,Event Organizer I
1050000,Competition,Makassar,2.6,Besar (300+ orang),Sportsmanship,3,Event Organizer AN
800000,Festival,Denpasar,1.1,Kecil (10-50 orang),Culture,1,Event Organizer AJ
600000,Charity,Makassar,4.3,Besar (300+ orang),Fundraising,21,Event Organizer Y
400000,Charity,Balikpapan,2.2,Sedang (51-300 orang),Community,22,Event Organizer Z
3600000,Wedding,Balikpapan,1.5,Besar (300+ orang),Traditional,44,Event Organizer E
1200000,Party,Bandung,2.5,Sedang (51-300 orang),Fun,100,Event Organizer P
1600000,Festival,Surabaya,2.3,Sedang (51-300 orang),Celebration,49,Event Organizer AM
1800000,Party,Makassar,4.6,Besar (300+ orang),Social,11,Event Organizer I
600000,Charity,Medan,1.1,Besar (300+ orang),Awareness,74,Event Organizer D
1500000,Corporate Gathering,Surabaya,1.1,Besar (300+ orang),Innovation,99,Event Organizer V
400000,Charity,Surabaya,4.7,Sedang (51-300 orang),Awareness,74,Event Organizer X
750000,Seminar/Webinar,Makassar,3.3,Besar (300+ orang),Motivational,14,Event Organizer AH
300000,Sport Event,Semarang,2.7,Kecil (10-50 orang),Sportsmanship,26,Event Organizer Y
1500000,Corporate Gathering,Palembang,2.9,Besar (300+ orang),Networking,81,Event Organizer N
1000000,Corporate Gathering,Bandung,3.7,Sedang (51-300 orang),Strategy,23,Event Organizer D
1200000,Team Building,Surabaya,4.4,Besar (300+ orang),Collaboration,72,Event Organizer M
3600000,Wedding,Surabaya,2.1,Besar (300+ orang),Elegant,88,Event Organizer AB
1200000,Wedding,Semarang,2.3,Kecil (10-50 orang),Modern,51,Event Organizer H
900000,Sport Event,Surabaya,1.7,Besar (300+ orang),Fitness,36,Event Organizer T
600000,Charity,Yogyakarta,3.8,Besar (300+ orang),Community,19,Event Organizer AD
1800000,Party,Medan,4.4,Besar (300+ orang),Entertainment,92,Event Organizer O
1200000,Wedding,Medan,3.0,Kecil (10-50 orang),Classic,79,Event Organizer AD
1050000,Competition,Yogyakarta,2.7,Besar (300+ orang),Victory,44,Event Organizer K
900000,Sport Event,Balikpapan,3.0,Besar (300+ orang),Sportsmanship,83,Event Organizer N
300000,Sport Event,Bandung,1.5,Kecil (10-50 orang),Fitness,24,Event Organizer AI
1050000,Competition,Denpasar,1.2,Besar (300+ orang),Victory,34,Event Organizer D
1200000,Team Building,Medan,4.2,Besar (300+ orang),Trust,87,Event Organizer K
1200000,Party,Yogyakarta,3.6,Sedang (51-300 orang),Celebration,66,Event Organizer E
750000,Seminar/Webinar,Denpasar,2.9,Besar (300+ orang),Skill Development,28,Event Organizer E
400000,Team Building,Makassar,4.3,Kecil (10-50 orang),Communication,75,Event Organizer AN
900000,Sport Event,Bandung,1.7,Besar (300+ orang),Teamwork,20,Event Organizer N
600000,Sport Event,Balikpapan,2.6,Sedang (51-300 orang),Teamwork,58,Event Organizer Y
1200000,Team Building,Semarang,1.8,Besar (300+ orang),Collaboration,93,Event Organizer S
2400000,Wedding,Jakarta,3.7,Sedang (51-300 orang),Intimate,26,Event Organizer Y
600000,Party,Palembang,3.8,Kecil (10-50 orang),Themed,17,Event Organizer AJ
250000,Seminar/Webinar,Jakarta,4.5,Kecil (10-50 orang),Educational,20,Event Organizer J
900000,Sport Event,Palembang,2.1,Besar (300+ orang),Health,39,Event Organizer A
200000,Charity,Balikpapan,3.5,Kecil (10-50 orang),Helping,28,Event Organizer Z
1500000,Corporate Gathering,Medan,3.8,Besar (300+ orang),Professionalism,17,Event Organizer N
1500000,Corporate Gathering,Bandung,3.4,Besar (300+ orang),Professionalism,57,Event Organizer E
200000,Charity,Palembang,4.3,Kecil (10-50 orang),Awareness,14,Event Organizer C
300000,Sport Event,Makassar,4.2,Kecil (10-50 orang),Teamwork,87,Event Organizer AN
1800000,Party,Denpasar,2.7,Besar (300+ orang),Entertainment,78,Event Organizer T
900000,Sport Event,Semarang,2.5,Besar (300+ orang),Teamwork,29,Event Organizer AG
500000,Seminar/Webinar,Yogyakarta,3.8,Sedang (51-300 orang),Educational,12,Event Organizer Y
500000,Seminar/Webinar,Makassar,4.2,Sedang (51-300 orang),Professional,41,Event Organizer P
350000,Competition,Bandung,1.7,Kecil (10-50 orang),Challenge,96,Event Organizer AC
400000,Team Building,Jakarta,3.6,Kecil (10-50 orang),Strategy,2,Event Organizer T
500000,Corporate Gathering,Palembang,3.4,Kecil (10-50 orang),Team Building,79,Event Organizer U
3600000,Wedding,Jakarta,4.6,Besar (300+ orang),Classic,62,Event Organizer V
250000,Seminar/Webinar,Balikpapan,4.9,Kecil (10-50 orang),Motivational,36,Event Organizer AG
800000,Team Building,Jakarta,4.5,Sedang (51-300 orang),Collaboration,39,Event Organizer AJ
1000000,Corporate Gathering,Makassar,2.4,Sedang (51-300 orang),Professionalism,54,Event Organizer M
2400000,Festival,Balikpapan,3.8,Besar (300+ orang),Culture,31,Event Organizer AD
800000,Festival,Balikpapan,3.7,Kecil (10-50 orang),Tradition,25,Event Organizer AM
250000,Seminar/Webinar,Surabaya,3.8,Kecil (10-50 orang),Growth,65,Event Organizer J
2400000,Festival,Jakarta,2.1,Besar (300+ orang),Music,91,Event Organizer AJ
750000,Seminar/Webinar,Jakarta,3.9,Besar (300+ orang),Growth,2,Event Organizer E
1200000,Wedding,Palembang,1.4,Kecil (10-50 orang),Traditional,38,Event Organizer Z
400000,Charity,Balikpapan,1.2,Sedang (51-300 orang),Support,54,Event Organizer L
1800000,Party,Palembang,2.1,Besar (300+ orang),Entertainment,94,Event Organizer I
600000,Sport Event,Bandung,4.0,Sedang (51-300 orang),Endurance,28,Event Organizer AB
700000,Competition,Bandung,1.8,Sedang (51-300 orang),Performance,43,Event Organizer F
300000,Sport Event,Balikpapan,1.3,Kecil (10-50 orang),Sportsmanship,90,Event Organizer S
250000,Seminar/Webinar,Bandung,4.4,Kecil (10-50 orang),Educational,25,Event Organizer M
750000,Seminar/Webinar,Jakarta,2.5,Besar (300+ orang),Motivational,35,Event Organizer AE
1200000,Team Building,Jakarta,3.4,Besar (300+ orang),Problem Solving,61,Event Organizer A
200000,Charity,Bandung,3.0,Kecil (10-50 orang),Community,59,Event Organizer J
800000,Team Building,Surabaya,1.5,Sedang (51-300 orang),Strategy,82,Event Organizer AJ
250000,Seminar/Webinar,Denpasar,2.7,Kecil (10-50 orang),Skill Development,54,Event Organizer K
400000,Charity,Surabaya,3.7,Sedang (51-300 orang),Support,4,Event Organizer N
1200000,Team Building,Yogyakarta,4.7,Besar (300+ orang),Teamwork,76,Event Organizer AH
2400000,Festival,Denpasar,4.2,Besar (300+ orang),Community,100,Event Organizer L
200000,Charity,Denpasar,4.7,Kecil (10-50 orang),Helping,22,Event Organizer AG
200000,Charity,Jakarta,4.2,Kecil (10-50 orang),Support,34,Event Organizer B
800000,Team Building,Palembang,4.1,Sedang (51-300 orang),Trust,54,Event Organizer AK
1000000,Corporate Gathering,Jakarta,4.6,Sedang (51-300 orang),Professionalism,85,Event Organizer X
350000,Competition,Makassar,3.6,Kecil (10-50 orang),Talent,96,Event Organizer W
1050000,Competition,Bandung,3.6,Besar (300+ orang),Challenge,43,Event Organizer AK
800000,Team Building,Surabaya,3.8,Sedang (51-300 orang),Strategy,1,Event Organizer AG
1800000,Party,Balikpapan,3.9,Besar (300+ orang),Celebration,86,Event Organizer N
350000,Competition,Makassar,1.4,Kecil (10-50 orang),Challenge,33,Event Organizer Y
2400000,Festival,Makassar,1.3,Besar (300+ orang),Arts,55,Event Organizer S
1200000,Party,Semarang,3.3,Sedang (51-300 orang),Entertainment,69,Event Organizer AK
1000000,Corporate Gathering,Jakarta,4.4,Sedang (51-300 orang),Team Building,48,Event Organizer N
1000000,Corporate Gathering,Semarang,4.9,Sedang (51-300 orang),Networking,52,Event Organizer AA
2400000,Festival,Yogyakarta,1.2,Besar (300+ orang),Tradition,55,Event Organizer C
500000,Seminar/Webinar,Yogyakarta,4.6,Sedang (51-300 orang),Learning,19,Event Organizer AH
400000,Team Building,Yogyakarta,2.5,Kecil (10-50 orang),Problem Solving,90,Event Organizer AE
1800000,Party,Medan,4.3,Besar (300+ orang),Celebration,61,Event Organizer Y
1050000,Competition,Semarang,3.0,Besar (300+ orang),Challenge,81,Event Organizer E
1800000,Party,Denpasar,1.2,Besar (300+ orang),Entertainment,58,Event Organizer G
3600000,Wedding,Yogyakarta,1.1,Besar (300+ orang),Intimate,62,Event Organizer C
2400000,Festival,Makassar,1.1,Besar (300+ orang),Community,64,Event Organizer V
1200000,Party,Makassar,3.0,Sedang (51-300 orang),Fun,41,Event Organizer V
700000,Competition,Jakarta,3.2,Sedang (51-300 orang),Sportsmanship,90,Event Organizer AF
400000,Charity,Surabaya,2.6,Sedang (51-300 orang),Helping,44,Event Organizer AA
200000,Charity,Palembang,4.5,Kecil (10-50 orang),Helping,19,Event Organizer I
250000,Seminar/Webinar,Balikpapan,3.2,Kecil (10-50 orang),Skill Development,59,Event Organizer AC
600000,Charity,Semarang,3.1,Besar (300+ orang),Giving,11,Event Organizer AI
300000,Sport Event,Surabaya,1.8,Kecil (10-50 orang),Sportsmanship,42,Event Organizer X
600000,Charity,Balikpapan,3.0,Besar (300+ orang),Helping,38,Event Organizer E
250000,Seminar/Webinar,Palembang,4.7,Kecil (10-50 orang),Growth,9,Event Organizer AD
600000,Charity,Denpasar,2.4,Besar (300+ orang),Awareness,23,Event Organizer P
800000,Team Building,Makassar,4.2,Sedang (51-300 orang),Collaboration,41,Event Organizer Y
1050000,Competition,Bandung,2.8,Besar (300+ orang),Talent,68,Event Organizer D
2400000,Festival,Balikpapan,3.5,Besar (300+ orang),Arts,5,Event Organizer AA
300000,Sport Event,Balikpapan,2.7,Kecil (10-50 orang),Teamwork,55,Event Organizer C
600000,Party,Semarang,1.3,Kecil (10-50 orang),Celebration,72,Event Organizer AL
700000,Competition,Yogyakarta,1.4,Sedang (51-300 orang),Sportsmanship,34,Event Organizer O
300000,Sport Event,Semarang,4.6,Kecil (10-50 orang),Sportsmanship,70,Event Organizer W
250000,Seminar/Webinar,Bandung,1.2,Kecil (10-50 orang),Skill Development,66,Event Organizer Z
2400000,Festival,Makassar,1.6,Besar (300+ orang),Music,23,Event Organizer B
750000,Seminar/Webinar,Semarang,2.3,Besar (300+ orang),Motivational,49,Event Organizer AM
400000,Charity,Balikpapan,4.4,Sedang (51-300 orang),Support,80,Event Organizer Y
2400000,Wedding,Medan,1.9,Sedang (51-300 orang),Elegant,49,Event Organizer AN
1200000,Wedding,Yogyakarta,3.1,Kecil (10-50 orang),Elegant,32,Event Organizer X
400000,Charity,Makassar,4.2,Sedang (51-300 orang),Giving,16,Event Organizer X
900000,Sport Event,Jakarta,1.8,Besar (300+ orang),Competition,49,Event Organizer A
800000,Team Building,Jakarta,4.7,Sedang (51-300 orang),Teamwork,39,Event Organizer AM
1500000,Corporate Gathering,Denpasar,2.5,Besar (300+ orang),Collaboration,74,Event Organizer Q
750000,Seminar/Webinar,Palembang,2.9,Besar (300+ orang),Skill Development,32,Event Organizer AN
2400000,Festival,Balikpapan,1.8,Besar (300+ orang),Celebration,31,Event Organizer B
350000,Competition,Yogyakarta,1.8,Kecil (10-50 orang),Challenge,96,Event Organizer Q
800000,Team Building,Palembang,2.0,Sedang (51-300 orang),Collaboration,20,Event Organizer O
1200000,Wedding,Bandung,3.9,Kecil (10-50 orang),Modern,54,Event Organizer AJ
1600000,Festival,Surabaya,1.8,Sedang (51-300 orang),Music,3,Event Organizer O
400000,Team Building,Surabaya,1.8,Kecil (10-50 orang),Engagement,96,Event Organizer G
1600000,Festival,Bandung,2.1,Sedang (51-300 orang),Community,69,Event Organizer AD
1800000,Party,Balikpapan,2.8,Besar (300+ orang),Fun,98,Event Organizer V
1200000,Wedding,Bandung,1.5,Kecil (10-50 orang),Classic,91,Event Organizer S
200000,Charity,Semarang,3.6,Kecil (10-50 orang),Awareness,80,Event Organizer AM
350000,Competition,Makassar,1.2,Kecil (10-50 orang),Challenge,56,Event Organizer AA
1500000,Corporate Gathering,Denpasar,1.1,Besar (300+ orang),Strategy,28,Event Organizer D
900000,Sport Event,Yogyakarta,3.2,Besar (300+ orang),Teamwork,31,Event Organizer AF
200000,Charity,Medan,2.9,Kecil (10-50 orang),Community,95,Event Organizer AL
2400000,Festival,Yogyakarta,3.4,Besar (300+ orang),Community,15,Event Organizer AB
250000,Seminar/Webinar,Bandung,2.9,Kecil (10-50 orang),Professional,50,Event Organizer R
500000,Seminar/Webinar,Jakarta,2.6,Sedang (51-300 orang),Skill Development,99,Event Organizer AL
250000,Seminar/Webinar,Surabaya,3.0,Kecil (10-50 orang),Motivational,16,Event Organizer K
1200000,Party,Bandung,1.4,Sedang (51-300 orang),Themed,3,Event Organizer F
250000,Seminar/Webinar,Palembang,4.8,Kecil (10-50 orang),Innovation,11,Event Organizer AA
800000,Festival,Medan,2.8,Kecil (10-50 orang),Arts,13,Event Organizer AL
1050000,Competition,Medan,1.4,Besar (300+ orang),Excellence,70,Event Organizer AK
350000,Competition,Palembang,2.4,Kecil (10-50 orang),Challenge,59,Event Organizer E
1200000,Team Building,Surabaya,4.6,Besar (300+ orang),Communication,1,Event Organizer AC
600000,Charity,Palembang,1.9,Besar (300+ orang),Community,45,Event Organizer AE
350000,Competition,Surabaya,4.8,Kecil (10-50 orang),Excellence,35,Event Organizer F
2400000,Wedding,Palembang,2.6,Sedang (51-300 orang),Romantic,82,Event Organizer AH
2400000,Festival,Yogyakarta,1.5,Besar (300+ orang),Music,59,Event Organizer T
200000,Charity,Denpasar,1.2,Kecil (10-50 orang),Volunteering,100,Event Organizer A
500000,Corporate Gathering,Bandung,4.2,Kecil (10-50 orang),Strategy,30,Event Organizer AG
1000000,Corporate Gathering,Medan,4.9,Sedang (51-300 orang),Strategy,92,Event Organizer Q
200000,Charity,Bandung,4.4,Kecil (10-50 orang),Community,11,Event Organizer AH
900000,Sport Event,Bandung,2.6,Besar (300+ orang),Sportsmanship,60,Event Organizer AC
600000,Party,Jakarta,4.7,Kecil (10-50 orang),Fun,88,Event Organizer B
1500000,Corporate Gathering,Semarang,1.6,Besar (300+ orang),Networking,36,Event Organizer Y
1800000,Party,Jakarta,3.5,Besar (300+ orang),Celebration,81,Event Organizer I
1600000,Festival,Yogyakarta,1.1,Sedang (51-300 orang),Tradition,51,Event Organizer AF
300000,Sport Event,Makassar,1.7,Kecil (10-50 orang),Sportsmanship,72,Event Organizer G
1200000,Party,Yogyakarta,2.5,Sedang (51-300 orang),Themed,46,Event Organizer N
500000,Corporate Gathering,Medan,3.1,Kecil (10-50 orang),Innovation,20,Event Organizer Q
900000,Sport Event,Makassar,4.0,Besar (300+ orang),Adventure,35,Event Organizer AC
2400000,Festival,Bandung,1.0,Besar (300+ orang),Community,45,Event Organizer K
500000,Seminar/Webinar,Makassar,2.7,Sedang (51-300 orang),Motivational,64,Event Organizer Z
800000,Festival,Jakarta,3.9,Kecil (10-50 orang),Arts,12,Event Organizer R
600000,Charity,Medan,1.0,Besar (300+ orang),Fundraising,13,Event Organizer K
2400000,Festival,Jakarta,1.5,Besar (300+ orang),Arts,69,Event Organizer AJ
800000,Team Building,Medan,4.6,Sedang (51-300 orang),Communication,94,Event Organizer L
1200000,Wedding,Medan,2.6,Kecil (10-50 orang),Romantic,84,Event Organizer D
600000,Sport Event,Semarang,4.5,Sedang (51-300 orang),Health,15,Event Organizer L
1800000,Party,Jakarta,4.7,Besar (300+ orang),Music,14,Event Organizer W
250000,Seminar/Webinar,Yogyakarta,1.2,Kecil (10-50 orang),Motivational,64,Event Organizer AD
800000,Team Building,Balikpapan,1.1,Sedang (51-300 orang),Communication,95,Event Organizer V
250000,Seminar/Webinar,Bandung,4.0,Kecil (10-50 orang),Skill Development,53,Event Organizer AF
1800000,Party,Surabaya,4.9,Besar (300+ orang),Celebration,6,Event Organizer AI
600000,Sport Event,Denpasar,3.4,Sedang (51-300 orang),Competition,92,Event Organizer AI
1000000,Corporate Gathering,Palembang,3.1,Sedang (51-300 orang),Collaboration,13,Event Organizer AJ
1600000,Festival,Denpasar,4.4,Sedang (51-300 orang),Tradition,45,Event Organizer AB
900000,Sport Event,Jakarta,2.0,Besar (300+ orang),Sportsmanship,43,Event Organizer AG
800000,Team Building,Jakarta,3.3,Sedang (51-300 orang),Communication,42,Event Organizer AK
1200000,Party,Denpasar,1.7,Sedang (51-300 orang),Themed,24,Event Organizer A
2400000,Festival,Yogyakarta,3.7,Besar (300+ orang),Food,81,Event Organizer AF
1500000,Corporate Gathering,Makassar,2.1,Besar (300+ orang),Team Building,4,Event Organizer D
600000,Sport Event,Yogyakarta,2.5,Sedang (51-300 orang),Competition,28,Event Organizer B
600000,Charity,Palembang,2.1,Besar (300+ orang),Giving,30,Event Organizer AF
200000,Charity,Bandung,1.4,Kecil (10-50 orang),Support,61,Event Organizer P
350000,Competition,Jakarta,1.5,Kecil (10-50 orang),Performance,25,Event Organizer K
1200000,Wedding,Medan,2.8,Kecil (10-50 orang),Modern,84,Event Organizer X
800000,Team Building,Medan,2.8,Sedang (51-300 orang),Communication,1,Event Organizer L
900000,Sport Event,Bandung,2.7,Besar (300+ orang),Endurance,42,Event Organizer S
400000,Team Building,Makassar,4.7,Kecil (10-50 orang),Problem Solving,7,Event Organizer L
800000,Team Building,Bandung,2.6,Sedang (51-300 orang),Communication,75,Event Organizer V
800000,Team Building,Denpasar,2.9,Sedang (51-300 orang),Strategy,29,Event Organizer Z
800000,Festival,Bandung,3.4,Kecil (10-50 orang),Community,54,Event Organizer AF
2400000,Festival,Denpasar,3.6,Besar (300+ orang),Celebration,88,Event Organizer O
600000,Charity,Medan,1.4,Besar (300+ orang),Fundraising,17,Event Organizer AB
1200000,Team Building,Balikpapan,4.6,Besar (300+ orang),Problem Solving,79,Event Organizer G
600000,Party,Surabaya,4.1,Kecil (10-50 orang),Music,41,Event Organizer AN
600000,Charity,Palembang,4.3,Besar (300+ orang),Fundraising,88,Event Organizer S
1800000,Party,Surabaya,4.1,Besar (300+ orang),Social,2,Event Organizer S
750000,Seminar/Webinar,Denpasar,4.3,Besar (300+ orang),Professional,24,Event Organizer AE
250000,Seminar/Webinar,Makassar,1.7,Kecil (10-50 orang),Skill Development,100,Event Organizer AB
1000000,Corporate Gathering,Jakarta,3.3,Sedang (51-300 orang),Collaboration,17,Event Organizer AF
